session_id,source_sheet,volume_m,normalized_blocks,normalization_method,status
RKF-16-17-EST-03,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-04,Treinos_16_17_Estilos,5200,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-05,Treinos_16_17_Estilos,4800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-06,Treinos_16_17_Estilos,4950,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-07,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-08,Treinos_16_17_Estilos,4800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-09,Treinos_16_17_Estilos,4400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-10,Treinos_16_17_Estilos,4500,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-11,Treinos_16_17_Estilos,4600,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-12,Treinos_16_17_Estilos,4600,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-13,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-14,Treinos_16_17_Estilos,5200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-15,Treinos_16_17_Estilos,4600,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-16,Treinos_16_17_Estilos,4800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-17,Treinos_16_17_Estilos,5000,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-18,Treinos_16_17_Estilos,5000,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-19,Treinos_16_17_Estilos,5000,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-20,Treinos_16_17_Estilos,5200,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-21,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-22,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-23,Treinos_16_17_Estilos,4800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-24,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-25,Treinos_16_17_Estilos,4800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-26,Treinos_16_17_Estilos,5000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-27,Treinos_16_17_Estilos,4600,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-28,Treinos_16_17_Estilos,4800,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-16-17-EST-29,Treinos_16_17_Estilos,5200,10,added_residual_block,EXACT_910_READY
RKF-16-17-EST-30,Treinos_16_17_Estilos,5200,10,added_residual_block,EXACT_910_READY
RKF-18+-FUN-01,Treinos_18_Mais_Fundo,8400,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-02,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-03,Treinos_18_Mais_Fundo,8400,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-04,Treinos_18_Mais_Fundo,8400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-05,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-06,Treinos_18_Mais_Fundo,8800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-07,Treinos_18_Mais_Fundo,8200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-08,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-09,Treinos_18_Mais_Fundo,8200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-10,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-11,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-12,Treinos_18_Mais_Fundo,8400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-13,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-14,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-15,Treinos_18_Mais_Fundo,8400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-16,Treinos_18_Mais_Fundo,8200,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-17,Treinos_18_Mais_Fundo,7800,9,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-18,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-19,Treinos_18_Mais_Fundo,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-18+-FUN-20,Treinos_18_Mais_Fundo,9000,10,added_residual_block,EXACT_910_READY
RKF-18+-A1-01,Treinos_18_Mais_A1_Engine,10000,7,split_pipe,EXACT_910_READY
RKF-18+-A1-02,Treinos_18_Mais_A1_Engine,9000,7,split_pipe,EXACT_910_READY
RKF-18+-A1-03,Treinos_18_Mais_A1_Engine,9200,7,split_pipe,EXACT_910_READY
RKF-18+-A1-04,Treinos_18_Mais_A1_Engine,8800,7,split_pipe,EXACT_910_READY
RKF-18+-A1-05,Treinos_18_Mais_A1_Engine,10000,6,split_pipe,EXACT_910_READY
RKF-18+-A1-06,Treinos_18_Mais_A1_Engine,9000,6,split_pipe,EXACT_910_READY
RKF-18+-A1-07,Treinos_18_Mais_A1_Engine,8800,7,split_pipe,EXACT_910_READY
RKF-18+-A1-08,Treinos_18_Mais_A1_Engine,9000,6,split_pipe,EXACT_910_READY
RKF-18+-A1-09,Treinos_18_Mais_A1_Engine,8400,6,split_pipe,EXACT_910_READY
RKF-18+-A1-10,Treinos_18_Mais_A1_Engine,8800,7,split_pipe,EXACT_910_READY
RKF-18+-A1-11,Treinos_18_Mais_A1_Engine,8000,6,split_pipe,EXACT_910_READY
RKF-18+-A1-12,Treinos_18_Mais_A1_Engine,8400,6,split_pipe,EXACT_910_READY
RKF-18+-A1-13,Treinos_18_Mais_A1_Engine,8000,7,split_pipe,EXACT_910_READY
RKF-18+-A1-14,Treinos_18_Mais_A1_Engine,9600,7,split_pipe,EXACT_910_READY
RKF-18+-A1-15,Treinos_18_Mais_A1_Engine,9200,7,split_pipe,EXACT_910_READY
RKF-18+-A1-16,Treinos_18_Mais_A1_Engine,8800,7,split_pipe,EXACT_910_READY
RKF-18+-A1-17,Treinos_18_Mais_A1_Engine,9000,7,split_pipe,EXACT_910_READY
RKF-18+-A1-18,Treinos_18_Mais_A1_Engine,8400,7,split_pipe,EXACT_910_READY
RKF-18+-A1-19,Treinos_18_Mais_A1_Engine,10000,7,split_pipe,EXACT_910_READY
RKF-18+-A1-20,Treinos_18_Mais_A1_Engine,10000,8,split_pipe,EXACT_910_READY
RKF-18+-MF-01,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-02,Treinos_18_Mais_MeioFundo,5900,8,residual_fill,EXACT_910_READY
RKF-18+-MF-03,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-04,Treinos_18_Mais_MeioFundo,6100,8,residual_fill,EXACT_910_READY
RKF-18+-MF-05,Treinos_18_Mais_MeioFundo,5800,8,residual_fill,EXACT_910_READY
RKF-18+-MF-06,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-07,Treinos_18_Mais_MeioFundo,5900,8,residual_fill,EXACT_910_READY
RKF-18+-MF-08,Treinos_18_Mais_MeioFundo,5900,8,residual_fill,EXACT_910_READY
RKF-18+-MF-09,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-10,Treinos_18_Mais_MeioFundo,6600,8,residual_fill,EXACT_910_READY
RKF-18+-MF-11,Treinos_18_Mais_MeioFundo,6200,8,residual_fill,EXACT_910_READY
RKF-18+-MF-12,Treinos_18_Mais_MeioFundo,5800,8,residual_fill,EXACT_910_READY
RKF-18+-MF-13,Treinos_18_Mais_MeioFundo,6000,8,residual_fill,EXACT_910_READY
RKF-18+-MF-14,Treinos_18_Mais_MeioFundo,6300,8,residual_fill,EXACT_910_READY
RKF-18+-MF-15,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-16,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-17,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-18,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-19,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-20,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-21,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-22,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-23,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-24,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-25,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-26,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-27,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-28,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-29,Treinos_18_Mais_MeioFundo,6400,8,residual_fill,EXACT_910_READY
RKF-18+-MF-30,Treinos_18_Mais_MeioFundo,6800,8,residual_fill,EXACT_910_READY
RKF-RRP-01,Treinos_RRP_RKF,7000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-02,Treinos_RRP_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-03,Treinos_RRP_RKF,8400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-04,Treinos_RRP_RKF,7100,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-05,Treinos_RRP_RKF,7100,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-06,Treinos_RRP_RKF,7400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-07,Treinos_RRP_RKF,7100,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-08,Treinos_RRP_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-09,Treinos_RRP_RKF,7500,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-10,Treinos_RRP_RKF,7100,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-11,Treinos_RRP_RKF,7400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-12,Treinos_RRP_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-13,Treinos_RRP_RKF,8600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-14,Treinos_RRP_RKF,8600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-15,Treinos_RRP_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-16,Treinos_RRP_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-17,Treinos_RRP_RKF,7400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-18,Treinos_RRP_RKF,8000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-19,Treinos_RRP_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP-20,Treinos_RRP_RKF,8600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-01,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-02,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-03,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-04,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-05,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-06,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-07,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-08,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-09,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-10,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-11,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-12,Treinos_RRP50_100_RKF,7400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-13,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-14,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-15,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-16,Treinos_RRP50_100_RKF,7300,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-17,Treinos_RRP50_100_RKF,7500,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-18,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-19,Treinos_RRP50_100_RKF,7200,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-RRP50-100-20,Treinos_RRP50_100_RKF,7600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-01,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-02,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-03,Treinos_A3_100_200_Estilo,5700,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-04,Treinos_A3_100_200_Estilo,5800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-05,Treinos_A3_100_200_Estilo,5500,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-06,Treinos_A3_100_200_Estilo,5700,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-07,Treinos_A3_100_200_Estilo,5700,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-08,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-09,Treinos_A3_100_200_Estilo,5500,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-10,Treinos_A3_100_200_Estilo,5500,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-11,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-12,Treinos_A3_100_200_Estilo,5400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-13,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-14,Treinos_A3_100_200_Estilo,5400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-15,Treinos_A3_100_200_Estilo,5400,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-16,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-17,Treinos_A3_100_200_Estilo,5600,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-18,Treinos_A3_100_200_Estilo,5700,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-19,Treinos_A3_100_200_Estilo,5800,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A3-EST-20,Treinos_A3_100_200_Estilo,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-ANA-01,Treinos_Anaerobicos_RKF,3600,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-02,Treinos_Anaerobicos_RKF,3700,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-03,Treinos_Anaerobicos_RKF,3600,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-04,Treinos_Anaerobicos_RKF,3800,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-05,Treinos_Anaerobicos_RKF,3500,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-06,Treinos_Anaerobicos_RKF,3600,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-07,Treinos_Anaerobicos_RKF,3700,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-08,Treinos_Anaerobicos_RKF,3700,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-09,Treinos_Anaerobicos_RKF,3900,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-10,Treinos_Anaerobicos_RKF,4100,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-11,Treinos_Anaerobicos_RKF,3200,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-12,Treinos_Anaerobicos_RKF,3600,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-13,Treinos_Anaerobicos_RKF,3625,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-14,Treinos_Anaerobicos_RKF,3500,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-15,Treinos_Anaerobicos_RKF,3700,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-16,Treinos_Anaerobicos_RKF,3900,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-17,Treinos_Anaerobicos_RKF,3200,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-18,Treinos_Anaerobicos_RKF,4000,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-19,Treinos_Anaerobicos_RKF,3900,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-20,Treinos_Anaerobicos_RKF,3800,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-21,Treinos_Anaerobicos_RKF,3000,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-22,Treinos_Anaerobicos_RKF,3400,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-23,Treinos_Anaerobicos_RKF,3400,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-24,Treinos_Anaerobicos_RKF,3100,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-25,Treinos_Anaerobicos_RKF,3000,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-26,Treinos_Anaerobicos_RKF,3400,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-27,Treinos_Anaerobicos_RKF,3500,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-28,Treinos_Anaerobicos_RKF,3300,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-29,Treinos_Anaerobicos_RKF,3700,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-ANA-30,Treinos_Anaerobicos_RKF,3800,5,generic_warmup_800_prep_400,EXACT_910_READY
RKF-VALAT-01,Treinos_VALAT_RKF,3200,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-02,Treinos_VALAT_RKF,3600,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-03,Treinos_VALAT_RKF,3400,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-04,Treinos_VALAT_RKF,3200,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-05,Treinos_VALAT_RKF,3100,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-06,Treinos_VALAT_RKF,3200,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-07,Treinos_VALAT_RKF,3100,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-08,Treinos_VALAT_RKF,3100,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-09,Treinos_VALAT_RKF,3000,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-10,Treinos_VALAT_RKF,3400,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-11,Treinos_VALAT_RKF,3500,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-12,Treinos_VALAT_RKF,3300,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-13,Treinos_VALAT_RKF,3600,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-14,Treinos_VALAT_RKF,3100,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-15,Treinos_VALAT_RKF,3800,7,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-16,Treinos_VALAT_RKF,3200,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-17,Treinos_VALAT_RKF,3600,9,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-18,Treinos_VALAT_RKF,3700,10,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-19,Treinos_VALAT_RKF,3500,8,session_total_corrected_from_architecture,EXACT_910_READY
RKF-VALAT-20,Treinos_VALAT_RKF,4100,12,session_total_corrected_from_architecture,EXACT_910_READY
RKF-REG-01,Treinos_Regenerativos_RKF,3600,6,split_architecture,EXACT_910_READY
RKF-REG-02,Treinos_Regenerativos_RKF,4000,5,split_architecture,EXACT_910_READY
RKF-REG-03,Treinos_Regenerativos_RKF,3800,6,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-04,Treinos_Regenerativos_RKF,5000,6,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-05,Treinos_Regenerativos_RKF,3500,6,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-06,Treinos_Regenerativos_RKF,4000,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-07,Treinos_Regenerativos_RKF,3500,6,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-08,Treinos_Regenerativos_RKF,3800,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-09,Treinos_Regenerativos_RKF,4200,4,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-10,Treinos_Regenerativos_RKF,4000,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-11,Treinos_Regenerativos_RKF,3600,2,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-12,Treinos_Regenerativos_RKF,3500,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-13,Treinos_Regenerativos_RKF,4000,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-14,Treinos_Regenerativos_RKF,4000,2,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-15,Treinos_Regenerativos_RKF,4800,2,added_residual_block,EXACT_910_READY
RKF-REG-16,Treinos_Regenerativos_RKF,3700,3,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-17,Treinos_Regenerativos_RKF,4000,5,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-18,Treinos_Regenerativos_RKF,3500,2,added_residual_block,EXACT_910_READY
RKF-REG-19,Treinos_Regenerativos_RKF,4500,3,split_architecture|added_residual_block,EXACT_910_READY
RKF-REG-20,Treinos_Regenerativos_RKF,5000,7,split_architecture,EXACT_910_READY
RKF-A2-10-13-01,A2_10_13_RKF,3500,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-02,A2_10_13_RKF,3600,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-03,A2_10_13_RKF,3700,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-04,A2_10_13_RKF,3700,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-05,A2_10_13_RKF,3600,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-06,A2_10_13_RKF,3800,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-07,A2_10_13_RKF,3500,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-08,A2_10_13_RKF,3900,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-09,A2_10_13_RKF,3700,8,residual_fill,EXACT_910_READY
RKF-A2-10-13-10,A2_10_13_RKF,4000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-11,A2_14_16_RKF,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A2-14-16-12,A2_14_16_RKF,6000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-13,A2_14_16_RKF,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A2-14-16-14,A2_14_16_RKF,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A2-14-16-15,A2_14_16_RKF,6000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-16,A2_14_16_RKF,6000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-17,A2_14_16_RKF,6000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-18,A2_14_16_RKF,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-A2-14-16-19,A2_14_16_RKF,6000,8,residual_fill,EXACT_910_READY
RKF-A2-14-16-20,A2_14_16_RKF,6000,8,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-01,Treinos_Sprint_18_24_RKF,3800,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-02,Treinos_Sprint_18_24_RKF,4200,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-03,Treinos_Sprint_18_24_RKF,3400,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-04,Treinos_Sprint_18_24_RKF,4000,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-05,Treinos_Sprint_18_24_RKF,3800,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-06,Treinos_Sprint_18_24_RKF,4200,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-07,Treinos_Sprint_18_24_RKF,4000,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-08,Treinos_Sprint_18_24_RKF,3200,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-09,Treinos_Sprint_18_24_RKF,3800,7,already_exact_or_explicit_zero,EXACT_910_READY
RKF-SPR-18-24-10,Treinos_Sprint_18_24_RKF,3400,7,already_exact_or_explicit_zero,EXACT_910_READY
